transaction_id,data,valor,hora,categoria,categoria_cod,qtd_transacoes_24h,is_fraud
TXN_NOV_000381,2025-11,443.27743680926113,18,lazer,6,1,0
TXN_NOV_000382,2025-11,509.33586321220645,21,vestuario,4,4,0
TXN_NOV_000383,2025-11,215.32080305279507,21,eletronicos,7,4,0
TXN_NOV_000384,2025-11,150.20822981325907,23,eletronicos,7,3,0
TXN_NOV_000385,2025-11,63.78531816843249,17,transporte,3,2,0
TXN_NOV_000386,2025-11,112.52615101152469,13,vestuario,4,1,0
TXN_NOV_000387,2025-11,223.84163890720947,13,lazer,6,3,0
TXN_NOV_000388,2025-11,173.99908026845233,20,lazer,6,6,0
TXN_NOV_000389,2025-11,426.29871291519385,20,assinatura,9,1,0
TXN_NOV_000390,2025-11,161.9902005322577,15,restaurante,5,4,0
TXN_NOV_000391,2025-11,198.45628815847812,19,livros,8,3,0
TXN_NOV_000392,2025-11,62.83753944985339,11,alimentacao,1,1,0
TXN_NOV_000393,2025-11,345.4356254365669,21,lazer,6,3,0
TXN_NOV_000394,2025-11,824.5601626886369,21,assinatura,9,2,0
TXN_NOV_000395,2025-11,883.7781001892973,18,vestuario,4,3,0
TXN_NOV_000396,2025-11,414.4951115477365,15,vestuario,4,2,0
TXN_NOV_000397,2025-11,639.4536666241379,21,vestuario,4,5,0
TXN_NOV_000398,2025-11,200.0,13,supermercado,10,2,0
TXN_NOV_000399,2025-11,4688.8572254031105,13,transferencia,14,23,1
TXN_NOV_000400,2025-11,378.88006249979605,15,vestuario,4,6,0
TXN_NOV_000401,2025-11,1052.3708981960426,11,lazer,6,4,0
TXN_NOV_000402,2025-11,272.1049980085064,20,eletronicos,7,1,0
TXN_NOV_000403,2025-11,309.5410489961346,22,eletronicos,7,6,0
TXN_NOV_000404,2025-11,417.9296371887511,14,restaurante,5,3,0
TXN_NOV_000405,2025-11,321.86745929529997,18,lazer,6,2,0
TXN_NOV_000406,2025-11,315.8575587336563,19,lazer,6,2,0
TXN_NOV_000407,2025-11,826.3603721124798,20,assinatura,9,2,0
TXN_NOV_000408,2025-11,163.6374392912609,16,lazer,6,4,0
TXN_NOV_000409,2025-11,391.47685990743315,15,lazer,6,1,0
TXN_NOV_000410,2025-11,115.87997541139869,16,farmacia,2,3,0
TXN_NOV_000411,2025-11,671.6112371737557,17,vestuario,4,3,0
TXN_NOV_000412,2025-11,130.83567843369804,16,farmacia,2,1,0
TXN_NOV_000413,2025-11,299.13684228601403,20,assinatura,9,1,0
TXN_NOV_000414,2025-11,79.07637529283771,17,farmacia,2,2,0
TXN_NOV_000415,2025-11,221.53759621556713,21,eletronicos,7,3,0
TXN_NOV_000416,2025-11,105.57231661952171,23,assinatura,9,3,0
TXN_NOV_000417,2025-11,127.59643253388236,20,lazer,6,2,0
TXN_NOV_000418,2025-11,444.82612976571727,17,vestuario,4,2,0
TXN_NOV_000419,2025-11,156.89493228999697,8,alimentacao,1,2,0
TXN_NOV_000420,2025-11,37.00609112390025,17,transporte,3,4,0
TXN_NOV_000421,2025-11,288.76258943521356,22,livros,8,1,0
TXN_NOV_000422,2025-11,207.99262683690807,19,assinatura,9,1,0
TXN_NOV_000423,2025-11,522.0659502457343,13,vestuario,4,5,0
TXN_NOV_000424,2025-11,879.0045168524794,12,supermercado,10,2,0
TXN_NOV_000425,2025-11,3500.0,12,transferencia,14,18,1
TXN_NOV_000426,2025-11,73.54879444625927,14,transporte,3,3,0
TXN_NOV_000427,2025-11,575.366761749258,23,assinatura,9,1,0
TXN_NOV_000428,2025-11,2272.264575724482,12,vestuario,4,2,0
TXN_NOV_000429,2025-11,500.33474641636025,12,restaurante,5,1,0
TXN_NOV_000430,2025-11,45.130314355231306,15,alimentacao,1,3,0
TXN_NOV_000431,2025-11,439.4395719953796,17,restaurante,5,3,0
TXN_NOV_000432,2025-11,179.87127523891257,17,farmacia,2,4,0
TXN_NOV_000433,2025-11,5557.7414821949305,15,transferencia,14,19,1
TXN_NOV_000434,2025-11,519.5326641630088,16,vestuario,4,2,0
TXN_NOV_000435,2025-11,572.487589910531,15,restaurante,5,1,0
TXN_NOV_000436,2025-11,212.95922137342436,14,restaurante,5,5,0
TXN_NOV_000437,2025-11,341.73229558941114,18,vestuario,4,6,0
TXN_NOV_000438,2025-11,197.22024188720573,10,alimentacao,1,2,0
TXN_NOV_000439,2025-11,574.7222436164468,12,lazer,6,1,0
TXN_NOV_000440,2025-11,330.28224694777253,14,lazer,6,2,0
TXN_NOV_000441,2025-11,243.52164688865727,16,farmacia,2,1,0
TXN_NOV_000442,2025-11,228.67276756841548,23,assinatura,9,3,0
TXN_NOV_000443,2025-11,450.15066137234487,19,lazer,6,2,0
TXN_NOV_000444,2025-11,245.55794947038885,21,assinatura,9,1,0
TXN_NOV_000445,2025-11,167.20737893103484,22,assinatura,9,1,0
TXN_NOV_000446,2025-11,174.61062016024528,15,transporte,3,3,0
TXN_NOV_000447,2025-11,53.876519280206104,12,alimentacao,1,1,0
TXN_NOV_000448,2025-11,448.0936325153552,21,restaurante,5,4,0
TXN_NOV_000449,2025-11,331.191024809514,23,assinatura,9,4,0
TXN_NOV_000450,2025-11,9399.298025929642,13,pix,13,27,1
TXN_NOV_000451,2025-11,565.1724383303329,20,restaurante,5,5,0
TXN_NOV_000452,2025-11,176.8909178343576,13,farmacia,2,1,0
TXN_NOV_000453,2025-11,665.0081616904542,19,lazer,6,4,0
TXN_NOV_000454,2025-11,702.1370765887774,19,vestuario,4,2,0
TXN_NOV_000455,2025-11,100.0,15,lazer,6,2,0
TXN_NOV_000456,2025-11,634.7236766703193,23,assinatura,9,1,0
TXN_NOV_000457,2025-11,852.9330839769774,15,supermercado,10,2,0
TXN_NOV_000458,2025-11,356.1904991005218,17,transporte,3,5,0
TXN_NOV_000459,2025-11,352.4706316753597,19,assinatura,9,1,0
TXN_NOV_000460,2025-11,157.1600823059811,17,lazer,6,3,0
TXN_NOV_000461,2025-11,100.0,13,lazer,6,6,0
TXN_NOV_000462,2025-11,5030.006650636533,11,transferencia,14,12,1
TXN_NOV_000463,2025-11,698.5910456038305,16,supermercado,10,4,0
TXN_NOV_000464,2025-11,8863.917137410204,17,joias,11,22,1
TXN_NOV_000465,2025-11,24.682757930153105,9,alimentacao,1,3,0
TXN_NOV_000466,2025-11,57.20539723514652,14,farmacia,2,2,0
TXN_NOV_000467,2025-11,5000.0,12,joias,11,19,1
TXN_NOV_000468,2025-11,32.37994646941218,17,transporte,3,1,0
TXN_NOV_000469,2025-11,111.18484881083981,10,farmacia,2,4,0
TXN_NOV_000470,2025-11,512.8863370060312,14,restaurante,5,3,0
TXN_NOV_000471,2025-11,83.41683184150509,17,alimentacao,1,1,0
TXN_NOV_000472,2025-11,212.74141216047943,19,vestuario,4,2,0
TXN_NOV_000473,2025-11,26.40923083386512,10,transporte,3,2,0
TXN_NOV_000474,2025-11,267.2207891077354,21,lazer,6,1,0
TXN_NOV_000475,2025-11,230.31940253254675,11,farmacia,2,1,0
TXN_NOV_000476,2025-11,223.5064188658923,11,alimentacao,1,1,0
TXN_NOV_000477,2025-11,4609.231294105795,0,eletronicos,7,19,1
TXN_NOV_000478,2025-11,35.61701968374128,14,farmacia,2,1,0
TXN_NOV_000479,2025-11,146.03134868841917,19,lazer,6,1,0
TXN_NOV_000480,2025-11,326.9601847962908,13,lazer,6,3,0
TXN_NOV_000481,2025-11,78.55063922894335,14,farmacia,2,1,0
TXN_NOV_000482,2025-11,4119.911004086179,19,viagem,12,35,1
TXN_NOV_000483,2025-11,70.5003391927788,10,alimentacao,1,2,0
TXN_NOV_000484,2025-11,540.8225273517332,19,assinatura,9,2,0
TXN_NOV_000485,2025-11,740.7756356086545,13,supermercado,10,2,0
TXN_NOV_000486,2025-11,261.4965206531804,11,alimentacao,1,1,0
TXN_NOV_000487,2025-11,231.98788972348748,20,lazer,6,2,0
TXN_NOV_000488,2025-11,273.94933614719963,17,lazer,6,1,0
TXN_NOV_000489,2025-11,250.7804304121525,13,vestuario,4,2,0
TXN_NOV_000490,2025-11,588.486390586286,22,assinatura,9,1,0
TXN_NOV_000491,2025-11,95.47456898369973,10,farmacia,2,1,0
TXN_NOV_000492,2025-11,206.75041748801178,21,eletronicos,7,4,0
TXN_NOV_000493,2025-11,4836.624925725467,11,pix,13,18,1
TXN_NOV_000494,2025-11,203.57538819366806,18,restaurante,5,2,0
TXN_NOV_000495,2025-11,917.2032018820779,18,supermercado,10,3,0
TXN_NOV_000496,2025-11,117.48329495584706,8,transporte,3,2,0
TXN_NOV_000497,2025-11,220.71970201871795,19,lazer,6,4,0
TXN_NOV_000498,2025-11,100.0,12,lazer,6,2,0
TXN_NOV_000499,2025-11,4247.628928220773,21,viagem,12,26,1
TXN_NOV_000500,2025-11,603.2357017190675,16,supermercado,10,4,0
TXN_NOV_000501,2025-11,103.32711024816302,20,eletronicos,7,3,0
TXN_NOV_000502,2025-11,10.0,15,farmacia,2,2,0
TXN_NOV_000503,2025-11,262.6771068947424,13,alimentacao,1,1,0
TXN_NOV_000504,2025-11,55.20214993469136,11,alimentacao,1,1,0
TXN_NOV_000505,2025-11,220.1501551422747,14,restaurante,5,5,0
TXN_NOV_000506,2025-11,84.2113163029887,16,alimentacao,1,1,0
TXN_NOV_000507,2025-11,74.73312975362268,14,alimentacao,1,1,0
TXN_NOV_000508,2025-11,135.62357111218714,10,transporte,3,1,0
TXN_NOV_000509,2025-11,64.00959670781175,9,farmacia,2,2,0
TXN_NOV_000510,2025-11,296.4548022341305,23,eletronicos,7,3,0
TXN_NOV_000511,2025-11,171.77243651279056,21,livros,8,3,0
TXN_NOV_000512,2025-11,434.56462561624335,22,livros,8,1,0
TXN_NOV_000513,2025-11,454.15184941859303,15,lazer,6,6,0
TXN_NOV_000514,2025-11,160.87474069832618,16,lazer,6,1,0
TXN_NOV_000515,2025-11,250.41213464557453,21,lazer,6,4,0
TXN_NOV_000516,2025-11,1573.6894168043361,13,lazer,6,3,0
TXN_NOV_000517,2025-11,77.85781396661852,10,farmacia,2,3,0
TXN_NOV_000518,2025-11,239.55957214954094,19,restaurante,5,2,0
TXN_NOV_000519,2025-11,108.2677999940318,19,eletronicos,7,5,0
TXN_NOV_000520,2025-11,125.73345784387064,14,vestuario,4,2,0
TXN_NOV_000521,2025-11,134.106971016686,13,alimentacao,1,3,0
TXN_NOV_000522,2025-11,238.04486498549454,8,farmacia,2,1,0
TXN_NOV_000523,2025-11,236.38699499567994,16,alimentacao,1,1,0
TXN_NOV_000524,2025-11,235.83274332706654,19,eletronicos,7,1,0
TXN_NOV_000525,2025-11,1255.5912840718643,12,vestuario,4,4,0
TXN_NOV_000526,2025-11,34.833625866162144,15,transporte,3,1,0
TXN_NOV_000527,2025-11,181.88888911684597,19,livros,8,2,0
TXN_NOV_000528,2025-11,83.12012067446926,13,transporte,3,5,0
TXN_NOV_000529,2025-11,8589.66309211516,13,pix,13,21,1
TXN_NOV_000530,2025-11,169.87099853676992,17,transporte,3,1,0
TXN_NOV_000531,2025-11,248.2843999433059,19,assinatura,9,1,0
TXN_NOV_000532,2025-11,219.52340412876188,17,lazer,6,3,0
TXN_NOV_000533,2025-11,123.79174390308843,13,alimentacao,1,1,0
TXN_NOV_000534,2025-11,80.34013791831823,12,alimentacao,1,1,0
TXN_NOV_000535,2025-11,426.2527528320018,12,vestuario,4,3,0
TXN_NOV_000536,2025-11,80.89747683639558,8,alimentacao,1,2,0
TXN_NOV_000537,2025-11,7310.733674279005,14,transferencia,14,25,1
TXN_NOV_000538,2025-11,4000.0,18,eletronicos,7,26,1
TXN_NOV_000539,2025-11,842.5132939826814,11,lazer,6,7,0
TXN_NOV_000540,2025-11,404.3507180647006,23,livros,8,3,0
TXN_NOV_000541,2025-11,6136.737890361467,19,eletronicos,7,29,1
TXN_NOV_000542,2025-11,629.7185021866916,11,lazer,6,3,0
TXN_NOV_000543,2025-11,194.77044945926974,13,transporte,3,5,0
TXN_NOV_000544,2025-11,10200.011274070837,15,pix,13,25,1
TXN_NOV_000545,2025-11,9883.564784641574,15,pix,13,25,1
TXN_NOV_000546,2025-11,369.50160649379654,15,lazer,6,7,0
TXN_NOV_000547,2025-11,5484.776138438017,19,eletronicos,7,29,1
TXN_NOV_000548,2025-11,177.86223773244214,20,restaurante,5,5,0
TXN_NOV_000549,2025-11,139.40246404777025,21,eletronicos,7,1,0
TXN_NOV_000550,2025-11,174.2975085913752,8,farmacia,2,3,0
TXN_NOV_000551,2025-11,150.54854632337353,12,vestuario,4,1,0
TXN_NOV_000552,2025-11,232.71658083195345,16,lazer,6,4,0
TXN_NOV_000553,2025-11,130.08058367252303,15,alimentacao,1,3,0
TXN_NOV_000554,2025-11,655.5226939482809,22,eletronicos,7,1,0
TXN_NOV_000555,2025-11,4931.8776980139755,22,eletronicos,7,27,1
TXN_NOV_000556,2025-11,304.56435988205186,21,assinatura,9,5,0
TXN_NOV_000557,2025-11,80.24427150359146,10,farmacia,2,4,0
TXN_NOV_000558,2025-11,62.6210261334783,8,transporte,3,1,0
TXN_NOV_000559,2025-11,237.6698147697023,21,livros,8,1,0
TXN_NOV_000560,2025-11,248.73144224701713,13,transporte,3,2,0
TXN_NOV_000561,2025-11,254.81996951684334,19,eletronicos,7,3,0
TXN_NOV_000562,2025-11,45.55285316996136,16,farmacia,2,1,0
TXN_NOV_000563,2025-11,32.260073007890185,11,alimentacao,1,2,0
TXN_NOV_000564,2025-11,165.51808274276593,12,lazer,6,4,0
TXN_NOV_000565,2025-11,57.8082919331968,13,alimentacao,1,1,0
TXN_NOV_000566,2025-11,4225.447569165631,12,pix,13,16,1
TXN_NOV_000567,2025-11,377.87031027019304,19,eletronicos,7,3,0
TXN_NOV_000568,2025-11,71.87326317424387,21,eletronicos,7,3,0
TXN_NOV_000569,2025-11,259.5041870044498,13,restaurante,5,3,0
TXN_NOV_000570,2025-11,132.77651090166805,12,lazer,6,8,0
TXN_NOV_000571,2025-11,172.1520993910378,8,farmacia,2,1,0
TXN_NOV_000572,2025-11,11428.528287557214,11,joias,11,25,1
TXN_NOV_000573,2025-11,157.24046393545115,8,farmacia,2,2,0
TXN_NOV_000574,2025-11,4313.151928963926,13,transferencia,14,16,1
TXN_NOV_000575,2025-11,291.064624553829,15,lazer,6,3,0
TXN_NOV_000576,2025-11,340.90319685322754,17,restaurante,5,1,0
TXN_NOV_000577,2025-11,35.74870194606701,15,transporte,3,1,0
TXN_NOV_000578,2025-11,62.79422339544843,16,transporte,3,1,0
TXN_NOV_000579,2025-11,765.023477386168,14,lazer,6,7,0
TXN_NOV_000580,2025-11,8709.439455351134,15,transferencia,14,20,1
TXN_NOV_000581,2025-11,117.49701426335275,16,transporte,3,1,0
TXN_NOV_000582,2025-11,311.0857610905901,20,livros,8,1,0
TXN_NOV_000583,2025-11,285.550195354818,22,livros,8,3,0
TXN_NOV_000584,2025-11,3814.6992110888455,11,pix,13,18,1
TXN_NOV_000585,2025-11,576.6895607709746,21,assinatura,9,3,0
TXN_NOV_000586,2025-11,189.58905483762072,20,restaurante,5,1,0
TXN_NOV_000587,2025-11,339.461580218187,15,restaurante,5,1,0
TXN_NOV_000588,2025-11,667.736607859957,21,lazer,6,2,0
TXN_NOV_000589,2025-11,318.79741208622266,21,lazer,6,2,0
TXN_NOV_000590,2025-11,43.712082254937194,15,farmacia,2,1,0
TXN_NOV_000591,2025-11,96.42815708739272,13,transporte,3,5,0
TXN_NOV_000592,2025-11,333.54036076407175,19,restaurante,5,3,0
TXN_NOV_000593,2025-11,207.620071559768,13,vestuario,4,1,0
TXN_NOV_000594,2025-11,182.16849264240864,9,transporte,3,1,0
TXN_NOV_000595,2025-11,3712.901153800495,10,transferencia,14,19,1
TXN_NOV_000596,2025-11,98.22752222420861,8,farmacia,2,1,0
TXN_NOV_000597,2025-11,100.0,13,vestuario,4,1,0
TXN_NOV_000598,2025-11,104.68788142050953,20,livros,8,3,0
TXN_NOV_000599,2025-11,328.6548850932556,20,assinatura,9,3,0
TXN_NOV_000600,2025-11,123.01675588526295,11,farmacia,2,1,0
TXN_NOV_000601,2025-11,164.0534374865916,8,transporte,3,1,0
TXN_NOV_000602,2025-11,629.9647613226105,17,supermercado,10,2,0
TXN_NOV_000603,2025-11,201.2208026701723,15,vestuario,4,5,0
TXN_NOV_000604,2025-11,125.39337813006175,9,alimentacao,1,1,0
TXN_NOV_000605,2025-11,469.8721377593534,22,livros,8,1,0
TXN_NOV_000606,2025-11,206.0696754026857,21,assinatura,9,1,0
TXN_NOV_000607,2025-11,99.67974853641188,9,farmacia,2,1,0
TXN_NOV_000608,2025-11,652.4799556715968,15,supermercado,10,4,0
TXN_NOV_000609,2025-11,679.8400250202432,14,lazer,6,1,0
TXN_NOV_000610,2025-11,327.4231429384513,21,vestuario,4,2,0
TXN_NOV_000611,2025-11,545.3800348522152,20,vestuario,4,2,0
TXN_NOV_000612,2025-11,5163.786314744322,15,transferencia,14,12,1
TXN_NOV_000613,2025-11,256.3001317408698,14,lazer,6,2,0
TXN_NOV_000614,2025-11,5129.184093652483,22,eletronicos,7,25,1
TXN_NOV_000615,2025-11,850.6476816365819,15,supermercado,10,3,0
TXN_NOV_000616,2025-11,241.29769929158635,19,eletronicos,7,1,0
TXN_NOV_000617,2025-11,100.71750961234567,17,farmacia,2,3,0
TXN_NOV_000618,2025-11,239.3362344221032,22,livros,8,4,0
TXN_NOV_000619,2025-11,503.55095797484597,21,restaurante,5,3,0
TXN_NOV_000620,2025-11,293.6498741650019,19,assinatura,9,1,0
TXN_NOV_000621,2025-11,139.39300629012988,8,transporte,3,2,0
TXN_NOV_000622,2025-11,7199.888679743969,11,transferencia,14,17,1
TXN_NOV_000623,2025-11,112.46623574813155,17,alimentacao,1,3,0
TXN_NOV_000624,2025-11,462.7293373401797,14,vestuario,4,2,0
TXN_NOV_000625,2025-11,1031.4338303319123,17,lazer,6,6,0
TXN_NOV_000626,2025-11,123.35739490857162,8,transporte,3,1,0
TXN_NOV_000627,2025-11,367.47063281795187,23,livros,8,4,0
TXN_NOV_000628,2025-11,358.2076984935054,15,restaurante,5,1,0
TXN_NOV_000629,2025-11,237.26675100666932,11,transporte,3,1,0
TXN_NOV_000630,2025-11,8286.638402896151,10,joias,11,30,1
TXN_NOV_000631,2025-11,260.80778912534515,12,lazer,6,3,0
TXN_NOV_000632,2025-11,167.27203563311042,20,assinatura,9,4,0
TXN_NOV_000633,2025-11,95.59038901946845,16,transporte,3,4,0
TXN_NOV_000634,2025-11,203.62381125633829,16,lazer,6,2,0
TXN_NOV_000635,2025-11,56.89617656830019,10,farmacia,2,1,0
TXN_NOV_000636,2025-11,323.98672664233334,14,lazer,6,3,0
TXN_NOV_000637,2025-11,288.9355717438391,12,farmacia,2,1,0
TXN_NOV_000638,2025-11,106.13530260125938,9,transporte,3,3,0
TXN_NOV_000639,2025-11,11522.854437017764,13,joias,11,23,1
TXN_NOV_000640,2025-11,176.69987113771094,23,assinatura,9,2,0
TXN_NOV_000641,2025-11,258.8671973594024,13,restaurante,5,3,0
TXN_NOV_000642,2025-11,194.01887498505667,11,alimentacao,1,5,0
TXN_NOV_000643,2025-11,129.42254956902448,9,transporte,3,1,0
TXN_NOV_000644,2025-11,91.7768252146088,10,transporte,3,3,0
TXN_NOV_000645,2025-11,182.56123820286072,17,farmacia,2,1,0
TXN_NOV_000646,2025-11,76.74937567957578,17,farmacia,2,1,0
TXN_NOV_000647,2025-11,29.68538014227006,17,alimentacao,1,1,0
TXN_NOV_000648,2025-11,533.7319245076457,19,eletronicos,7,3,0
TXN_NOV_000649,2025-11,455.87325962536374,11,supermercado,10,3,0
TXN_NOV_000650,2025-11,7878.676063262665,14,joias,11,25,1
TXN_NOV_000651,2025-11,22.085557303586242,11,transporte,3,1,0
TXN_NOV_000652,2025-11,224.3406177840623,16,restaurante,5,6,0
TXN_NOV_000653,2025-11,765.1613231732686,10,supermercado,10,9,0
TXN_NOV_000654,2025-11,201.3000488287665,21,assinatura,9,3,0
TXN_NOV_000655,2025-11,477.8131247813042,19,restaurante,5,3,0
TXN_NOV_000656,2025-11,122.15540729045996,14,alimentacao,1,2,0
TXN_NOV_000657,2025-11,191.45395006572542,13,lazer,6,3,0
TXN_NOV_000658,2025-11,211.46451870596744,12,restaurante,5,3,0
TXN_NOV_000659,2025-11,11354.385656396984,17,joias,11,25,1
TXN_NOV_000660,2025-11,334.9942080721907,12,alimentacao,1,1,0
TXN_NOV_000661,2025-11,571.210127372839,19,restaurante,5,4,0
TXN_NOV_000662,2025-11,71.87950650926236,10,alimentacao,1,2,0
TXN_NOV_000663,2025-11,47.32945260442237,15,alimentacao,1,1,0
TXN_NOV_000664,2025-11,83.46137155461855,12,farmacia,2,4,0
TXN_NOV_000665,2025-11,100.0,18,restaurante,5,6,0
TXN_NOV_000666,2025-11,641.6414995099892,22,livros,8,3,0
TXN_NOV_000667,2025-11,35.55824483945727,17,farmacia,2,3,0
TXN_NOV_000668,2025-11,246.83177223528787,11,farmacia,2,2,0
TXN_NOV_000669,2025-11,223.233676549523,16,vestuario,4,3,0
TXN_NOV_000670,2025-11,457.96369136137156,21,lazer,6,3,0
TXN_NOV_000671,2025-11,553.631249484317,20,vestuario,4,3,0
TXN_NOV_000672,2025-11,382.4072747242389,14,restaurante,5,4,0
TXN_NOV_000673,2025-11,324.91416318850867,17,vestuario,4,3,0
TXN_NOV_000674,2025-11,256.6412965596336,22,livros,8,1,0
TXN_NOV_000675,2025-11,680.7487028643327,21,vestuario,4,3,0
TXN_NOV_000676,2025-11,79.02053050721203,8,transporte,3,1,0
TXN_NOV_000677,2025-11,151.03589129121093,19,eletronicos,7,1,0
TXN_NOV_000678,2025-11,343.8288253019903,19,eletronicos,7,2,0
TXN_NOV_000679,2025-11,348.31833537322973,14,restaurante,5,1,0
TXN_NOV_000680,2025-11,7234.301824618172,12,joias,11,26,1
TXN_NOV_000681,2025-11,125.10882450897586,18,restaurante,5,3,0
TXN_NOV_000682,2025-11,99.51807682639759,14,farmacia,2,2,0
TXN_NOV_000683,2025-11,100.0,18,vestuario,4,3,0
TXN_NOV_000684,2025-11,271.9493169542553,16,lazer,6,1,0
TXN_NOV_000685,2025-11,204.43068372044135,20,assinatura,9,3,0
TXN_NOV_000686,2025-11,75.73539875482581,15,farmacia,2,1,0
TXN_NOV_000687,2025-11,328.26256709101267,22,livros,8,2,0
TXN_NOV_000688,2025-11,580.8292542344425,18,lazer,6,5,0
TXN_NOV_000689,2025-11,176.4647209544053,12,transporte,3,2,0
TXN_NOV_000690,2025-11,67.76904411045963,12,transporte,3,1,0
TXN_NOV_000691,2025-11,95.91570669630532,15,farmacia,2,3,0
TXN_NOV_000692,2025-11,79.20260631501088,10,alimentacao,1,1,0
TXN_NOV_000693,2025-11,375.0916128735504,20,livros,8,1,0
TXN_NOV_000694,2025-11,74.30705693422163,17,transporte,3,4,0
TXN_NOV_000695,2025-11,362.7118088646364,12,lazer,6,5,0
TXN_NOV_000696,2025-11,205.648782775323,23,livros,8,5,0
TXN_NOV_000697,2025-11,3500.0,11,transferencia,14,20,1
TXN_NOV_000698,2025-11,11.287623323106246,10,farmacia,2,3,0
TXN_NOV_000699,2025-11,164.24187791475768,20,vestuario,4,5,0
TXN_NOV_000700,2025-11,304.493070648981,22,assinatura,9,2,0
TXN_NOV_000701,2025-11,163.0252237457907,17,lazer,6,5,0
TXN_NOV_000702,2025-11,159.09368297988374,9,transporte,3,3,0
TXN_NOV_000703,2025-11,166.73983253508578,12,lazer,6,5,0
TXN_NOV_000704,2025-11,312.38721751235926,17,vestuario,4,3,0
TXN_NOV_000705,2025-11,303.48860766414697,19,assinatura,9,3,0
TXN_NOV_000706,2025-11,123.96515661909986,16,restaurante,5,4,0
TXN_NOV_000707,2025-11,161.87186664402708,17,alimentacao,1,4,0
TXN_NOV_000708,2025-11,137.53915101054437,20,restaurante,5,4,0
TXN_NOV_000709,2025-11,369.16311706082126,13,lazer,6,2,0
TXN_NOV_000710,2025-11,233.21515682417788,21,livros,8,1,0
TXN_NOV_000711,2025-11,899.542208187931,11,supermercado,10,5,0
TXN_NOV_000712,2025-11,50.13428172565439,9,transporte,3,3,0
TXN_NOV_000713,2025-11,7944.159835633159,14,pix,13,15,1
TXN_NOV_000714,2025-11,711.9349314435705,17,vestuario,4,2,0
TXN_NOV_000715,2025-11,6679.607174860267,10,transferencia,14,21,1
TXN_NOV_000716,2025-11,305.2211864513713,15,lazer,6,1,0
TXN_NOV_000717,2025-11,276.11727794286753,20,livros,8,1,0
TXN_NOV_000718,2025-11,314.60109387886183,17,restaurante,5,1,0
TXN_NOV_000719,2025-11,424.077566452266,21,restaurante,5,2,0
TXN_NOV_000720,2025-11,417.3367716093463,20,eletronicos,7,3,0
TXN_NOV_000721,2025-11,10.0,11,transporte,3,2,0
TXN_NOV_000722,2025-11,116.22915818330601,13,transporte,3,1,0
TXN_NOV_000723,2025-11,84.46322930922265,14,transporte,3,5,0
TXN_NOV_000724,2025-11,178.5431773834824,19,livros,8,5,0
TXN_NOV_000725,2025-11,591.0100532870516,20,eletronicos,7,2,0
TXN_NOV_000726,2025-11,247.5594192983781,13,restaurante,5,2,0
TXN_NOV_000727,2025-11,299.668119364158,19,eletronicos,7,2,0
TXN_NOV_000728,2025-11,335.6728545509889,19,assinatura,9,4,0
TXN_NOV_000729,2025-11,107.39698460978272,10,farmacia,2,5,0
TXN_NOV_000730,2025-11,119.39849352290292,13,vestuario,4,7,0
TXN_NOV_000731,2025-11,48.58704166277791,11,alimentacao,1,3,0
TXN_NOV_000732,2025-11,436.8169826422455,19,vestuario,4,6,0
TXN_NOV_000733,2025-11,59.19040999014547,14,transporte,3,5,0
TXN_NOV_000734,2025-11,125.19682616746597,14,farmacia,2,4,0
TXN_NOV_000735,2025-11,154.80407559525503,11,alimentacao,1,4,0
TXN_NOV_000736,2025-11,792.4076103672486,16,vestuario,4,2,0
TXN_NOV_000737,2025-11,483.87390638020855,19,livros,8,2,0
TXN_NOV_000738,2025-11,2800.0,2,joias,11,14,1
TXN_NOV_000739,2025-11,316.38164829224644,19,restaurante,5,2,0
TXN_NOV_000740,2025-11,8859.622288307466,15,transferencia,14,20,1
TXN_NOV_000741,2025-11,208.92504234482507,12,transporte,3,1,0
TXN_NOV_000742,2025-11,597.581129617384,20,eletronicos,7,2,0
TXN_NOV_000743,2025-11,346.0642816564736,14,restaurante,5,7,0
TXN_NOV_000744,2025-11,233.97337664200893,12,lazer,6,5,0
TXN_NOV_000745,2025-11,4000.0,18,viagem,12,25,1
TXN_NOV_000746,2025-11,5458.573742302545,13,pix,13,22,1
TXN_NOV_000747,2025-11,200.0,10,lazer,6,7,0
TXN_NOV_000748,2025-11,33.982381913563415,14,farmacia,2,3,0
TXN_NOV_000749,2025-11,100.0,13,vestuario,4,3,0
TXN_NOV_000750,2025-11,41.10832255180281,16,alimentacao,1,4,0
TXN_NOV_000751,2025-11,237.31610610888166,20,assinatura,9,5,0
TXN_NOV_000752,2025-11,325.7779945402286,12,vestuario,4,4,0
TXN_NOV_000753,2025-11,218.07571703788562,20,eletronicos,7,2,0
TXN_NOV_000754,2025-11,86.76464864153874,13,alimentacao,1,2,0
TXN_NOV_000755,2025-11,985.742019105335,19,supermercado,10,4,0
TXN_NOV_000756,2025-11,40.801396001346404,11,alimentacao,1,4,0
TXN_NOV_000757,2025-11,464.71403248628457,16,lazer,6,5,0
TXN_NOV_000758,2025-11,185.17915089573867,17,alimentacao,1,1,0
TXN_NOV_000759,2025-11,590.2618743617312,19,supermercado,10,8,0
TXN_NOV_000760,2025-11,424.45856724357645,13,vestuario,4,4,0
TXN_NOV_000761,2025-11,320.4697698380072,18,restaurante,5,3,0
TXN_NOV_000762,2025-11,1667.417343005675,11,supermercado,10,2,0
